Entry Time,Exit Time,Entry Price,Exit Price,Return %
2025-08-27 09:35:00-04:00,2025-08-27 15:55:00-04:00,229.72000122070312,230.44000244140625,0.31342556890002143
2025-08-28 11:30:00-04:00,2025-08-28 15:55:00-04:00,231.17000579833984,232.49000549316406,0.5710082024982579
2025-08-29 10:10:00-04:00,2025-08-29 15:55:00-04:00,232.01339721679688,232.27000427246094,0.11060010272781141
2025-09-02 09:35:00-04:00,2025-09-02 15:55:00-04:00,228.92250061035156,229.7100067138672,0.3440055483475769
2025-09-03 09:50:00-04:00,2025-09-03 15:55:00-04:00,235.83999633789062,238.49000549316406,1.1236470473298088
2025-09-04 09:40:00-04:00,2025-09-04 15:55:00-04:00,237.92689514160156,239.7100067138672,0.7494367424096426
2025-09-05 09:45:00-04:00,2025-09-05 15:55:00-04:00,240.0749969482422,239.6699981689453,-0.16869677577635822
2025-09-08 10:10:00-04:00,2025-09-08 13:00:00-04:00,239.55499267578125,236.68033276367188,-1.199999999999996
2025-09-09 12:55:00-04:00,2025-09-09 14:45:00-04:00,236.43479919433594,233.5975816040039,-1.200000000000006
2025-09-11 09:35:00-04:00,2025-09-11 15:55:00-04:00,227.84500122070312,230.02000427246094,0.9545976607364696
2025-09-15 09:35:00-04:00,2025-09-15 15:55:00-04:00,237.2949981689453,236.75999450683594,-0.22545930855587276
2025-09-16 09:40:00-04:00,2025-09-16 15:55:00-04:00,237.66749572753906,238.13999938964844,0.19880870148564658
2025-09-17 09:40:00-04:00,2025-09-17 15:55:00-04:00,239.7366943359375,238.97000122070312,-0.31980632641911116
2025-09-18 11:00:00-04:00,2025-09-18 15:55:00-04:00,238.4499969482422,237.85000610351562,-0.2516212423591669
2025-09-19 10:30:00-04:00,2025-09-19 14:15:00-04:00,241.42250061035156,246.2509506225586,2.0000000000000044
2025-09-22 09:35:00-04:00,2025-09-22 11:20:00-04:00,250.1675033569336,255.17085342407228,2.0000000000000044
2025-10-01 09:35:00-04:00,2025-10-01 15:55:00-04:00,257.2699890136719,255.41000366210938,-0.7229701990089704
2025-10-02 09:50:00-04:00,2025-10-02 15:55:00-04:00,255.40250396728516,257.1400146484375,0.6803029156577508
2025-10-03 09:35:00-04:00,2025-10-03 15:55:00-04:00,257.3000030517578,258.0150146484375,0.27789024026395276
2025-10-06 10:05:00-04:00,2025-10-06 15:55:00-04:00,257.3699951171875,256.6499938964844,-0.2797533645580127
2025-10-07 11:10:00-04:00,2025-10-07 15:55:00-04:00,256.6600036621094,256.489990234375,-0.06624071741158244
2025-10-16 10:30:00-04:00,2025-10-16 15:55:00-04:00,247.7270050048828,247.42999267578125,-0.11989501471416418
2025-10-17 09:45:00-04:00,2025-10-17 15:35:00-04:00,247.87249755859375,252.82994750976562,1.999999999999997
2025-10-20 09:40:00-04:00,2025-10-20 11:40:00-04:00,258.4099884033203,263.5781881713867,2.0000000000000036
2025-10-21 09:35:00-04:00,2025-10-21 15:55:00-04:00,264.01499938964844,262.8399963378906,-0.445051627549265
2025-10-22 10:10:00-04:00,2025-10-22 12:30:00-04:00,260.6743927001953,257.54629998779296,-1.2000000000000022
2025-10-23 10:55:00-04:00,2025-10-23 15:55:00-04:00,259.1885986328125,259.5799865722656,0.15100507565442597
2025-10-27 12:00:00-04:00,2025-10-27 15:55:00-04:00,265.668212890625,268.739990234375,1.1562457210545711
2025-10-28 09:40:00-04:00,2025-10-28 15:55:00-04:00,268.9003448486328,269.0299987792969,0.048216349717604946
2025-10-29 09:35:00-04:00,2025-10-29 15:55:00-04:00,270.1638488769531,269.7300109863281,-0.16058325065637952
2025-10-30 15:25:00-04:00,2025-10-30 15:55:00-04:00,271.1999969482422,271.2900085449219,0.03319011714327783
2025-10-31 09:45:00-04:00,2025-10-31 15:55:00-04:00,271.35499572753906,270.25,-0.4072140719489689
2025-11-03 10:20:00-05:00,2025-11-03 15:55:00-05:00,268.32249450683594,269.05999755859375,0.2748569601342251
2025-11-06 10:15:00-05:00,2025-11-06 15:55:00-05:00,270.75,269.6600036621094,-0.40258405831602034
2025-11-11 09:40:00-05:00,2025-11-11 15:55:00-05:00,272.21253967285156,275.29998779296875,1.1342049575775317
2025-11-12 10:35:00-05:00,2025-11-12 15:55:00-05:00,273.72999572753906,273.4700012207031,-0.09498210312863434
2025-11-13 09:40:00-05:00,2025-11-13 10:40:00-05:00,275.8924865722656,272.58177673339844,-1.1999999999999984
